13,13.1,"0,19  br",13.2,TX
16.0,16.0,"0,19 gn",16.0,RS
21.0,21.0,"0,19  bl",21.0,PGND
10.0,10.0,"0,19  rt",10.0,
,,,,+12V
9.0,9.0,,,
8.0,8.0,"0,30",8.0,
,,,,Hand held u
17.0,17.0,"0,30",7.0,identification
11.0,11.0,"0,30  vi",11.0,
15.0,15.0,"0,30  ge",15.0,CONSENT K
