Assignment of the device classes,Unnamed: 0
,
"AX2090-BW50-xxxxAX2090-BW51-1000",AX2090-BW51-3000 and AX2090-BW51-6000
AX2090-BW52-3000 and AX2090-BW52-6000,
AX2090-BW53-3000 and AX2090-BW53-6000,
AX2090-BW54-3000 and AX2090-BW54-6000,
